id_paisano,desagregacion,pais_cod,encuesta,ano,t,u,v,w,x,y,valor,desagregacion_por_orden,variable_orden,valor_errorestandar,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
CRI2013,Mujeres en pareja,CRI,,2013,,,,,,,8.954494476318359,13,13,,Situación conyugal (mujeres),9,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2013,Hombres solteros,CRI,,2013,,,,,,,9.691635131835938,14,14,,Situación conyugal (hombres),10,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2013,Hombres en pareja,CRI,,2013,,,,,,,8.953655242919922,15,15,,Situación conyugal (hombres),10,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2013,Mujer,CRI,,2013,,,,,,,9.410002708435059,22,22,,Mujer,2,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2013,Hombre,CRI,,2013,,,,,,,9.238734245300293,23,23,,Hombre,3,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2013,Ratio mujeres/hombres,CRI,,2013,,,,,,,1.018538117408752,26,26,,Ratio mujeres/hombres,6,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Total,CRI,,2014,,,,,,,9.307044982910156,1,1,,Total,1,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Mujeres,CRI,,2014,,,,,,,9.438298225402832,2,2,,Género,4,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Hombres,CRI,,2014,,,,,,,9.163348197937012,3,3,,Género,4,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Brecha mujeres - hombres,CRI,,2014,,,,,,,.2749502956867218,4,4,.13661036,Brecha mujeres - hombres,5,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Mujeres sin hijos,CRI,,2014,,,,,,,10.47129535675049,6,6,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Mujeres con hijos de 0 a 5 años,CRI,,2014,,,,,,,9.447819709777832,7,7,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Mujeres con hijos de 6 años o más,CRI,,2014,,,,,,,8.674510955810547,8,8,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Hombres sin hijos,CRI,,2014,,,,,,,9.593781471252441,9,9,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Hombres con hijos de 0 a 5 años,CRI,,2014,,,,,,,8.825399398803711,10,10,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Hombres con hijos de 6 años o más,CRI,,2014,,,,,,,8.687715530395508,11,11,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Mujeres solteras,CRI,,2014,,,,,,,9.796039581298828,12,12,,Situación conyugal (mujeres),9,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Mujeres en pareja,CRI,,2014,,,,,,,9.20786190032959,13,13,,Situación conyugal (mujeres),9,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Hombres solteros,CRI,,2014,,,,,,,9.651893615722656,14,14,,Situación conyugal (hombres),10,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Hombres en pareja,CRI,,2014,,,,,,,8.856853485107422,15,15,,Situación conyugal (hombres),10,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Mujer,CRI,,2014,,,,,,,9.438298225402832,22,22,,Mujer,2,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Hombre,CRI,,2014,,,,,,,9.163348197937012,23,23,,Hombre,3,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2014,Ratio mujeres/hombres,CRI,,2014,,,,,,,1.03000545501709,26,26,,Ratio mujeres/hombres,6,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Total,CRI,,2015,,,,,,,9.132792472839355,1,1,,Total,1,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Mujeres,CRI,,2015,,,,,,,9.286164283752441,2,2,,Género,4,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Hombres,CRI,,2015,,,,,,,8.964303016662598,3,3,,Género,4,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Brecha mujeres - hombres,CRI,,2015,,,,,,,.3218606412410736,4,4,.13414145,Brecha mujeres - hombres,5,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Mujeres sin hijos,CRI,,2015,,,,,,,10.25732231140137,6,6,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Mujeres con hijos de 0 a 5 años,CRI,,2015,,,,,,,9.304701805114746,7,7,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Mujeres con hijos de 6 años o más,CRI,,2015,,,,,,,8.56964111328125,8,8,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Hombres sin hijos,CRI,,2015,,,,,,,9.549531936645508,9,9,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Hombres con hijos de 0 a 5 años,CRI,,2015,,,,,,,8.761528968811035,10,10,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Hombres con hijos de 6 años o más,CRI,,2015,,,,,,,8.422536849975586,11,11,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Mujeres solteras,CRI,,2015,,,,,,,9.672384262084961,12,12,,Situación conyugal (mujeres),9,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Mujeres en pareja,CRI,,2015,,,,,,,9.04637336730957,13,13,,Situación conyugal (mujeres),9,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Hombres solteros,CRI,,2015,,,,,,,9.416295051574707,14,14,,Situación conyugal (hombres),10,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Hombres en pareja,CRI,,2015,,,,,,,8.705796241760254,15,15,,Situación conyugal (hombres),10,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Mujer,CRI,,2015,,,,,,,9.286164283752441,22,22,,Mujer,2,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Hombre,CRI,,2015,,,,,,,8.964303016662598,23,23,,Hombre,3,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2015,Ratio mujeres/hombres,CRI,,2015,,,,,,,1.035904765129089,26,26,,Ratio mujeres/hombres,6,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Total,CRI,,2016,,,,,,,9.129729270935059,1,1,,Total,1,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Mujeres,CRI,,2016,,,,,,,9.293497085571289,2,2,,Género,4,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Hombres,CRI,,2016,,,,,,,8.948617935180664,3,3,,Género,4,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Brecha mujeres - hombres,CRI,,2016,,,,,,,.3448793590068817,4,4,.13744509,Brecha mujeres - hombres,5,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Mujeres sin hijos,CRI,,2016,,,,,,,10.28179168701172,6,6,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Mujeres con hijos de 0 a 5 años,CRI,,2016,,,,,,,9.289580345153809,7,7,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Mujeres con hijos de 6 años o más,CRI,,2016,,,,,,,8.630559921264648,8,8,,Hijos (mujeres),7,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Hombres sin hijos,CRI,,2016,,,,,,,9.546719551086426,9,9,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Hombres con hijos de 0 a 5 años,CRI,,2016,,,,,,,8.607421875,10,10,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Hombres con hijos de 6 años o más,CRI,,2016,,,,,,,8.50909423828125,11,11,,Hijos (hombres),8,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Mujeres solteras,CRI,,2016,,,,,,,9.689050674438477,12,12,,Situación conyugal (mujeres),9,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Mujeres en pareja,CRI,,2016,,,,,,,9.027663230895996,13,13,,Situación conyugal (mujeres),9,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Hombres solteros,CRI,,2016,,,,,,,9.434252738952637,14,14,,Situación conyugal (hombres),10,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Hombres en pareja,CRI,,2016,,,,,,,8.655667304992676,15,15,,Situación conyugal (hombres),10,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Mujer,CRI,,2016,,,,,,,9.293497085571289,22,22,,Mujer,2,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Hombre,CRI,,2016,,,,,,,8.948617935180664,23,23,,Hombre,3,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2016,Ratio mujeres/hombres,CRI,,2016,,,,,,,1.038539886474609,26,26,,Ratio mujeres/hombres,6,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2017,Total,CRI,,2017,,,,,,,9.217362403869629,1,1,,Total,1,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
CRI2017,Mujeres,CRI,,2017,,,,,,,9.400482177734375,2,2,,Género,4,Costa Rica,Costa Rica,Años de educación formal promedio de la población de 25 a 54 años.,Años de educación,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
