id_paisano,desagregacion,pais_cod,encuesta,ano,p,q,r,s,t,u,v,w,x,y,z,aa,ab,ac,ad,ae,af,ag,ah,ai,aj,ak,al,am,an,ao,ap,aq,ar,as,at,au,av,aw,ax,ay,az,valor,desagregacion_por_orden,variable_orden,valor_errorestandar,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
ARG2018,Mujer,ARG,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.638493537902832,12,12,,Mujer,2,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2018,Hombre,ARG,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.246004104614258,13,13,,Hombre,3,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2018,Ratio mujeres/hombres,ARG,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.6214062571525574,16,16,,Ratio mujeres/hombres,6,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Total,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.903930902481079,1,1,,Total,1,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Mujeres,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.998140335083008,2,2,,Género,4,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Hombres,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63885498046875,3,3,,Género,4,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Brecha mujeres - hombres,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.640714645385742,4,4,.35371545,Brecha mujeres - hombres,5,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Mujeres de baja calificación,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.153004288673401,6,6,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Mujeres de media calificación,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.123560905456543,7,7,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Mujeres de alta calificación,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.407303094863892,8,8,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Hombres de baja calificación,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.024324655532837,9,9,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Hombres de media calificación,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.407179117202759,10,10,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Hombres de alta calificación,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.206687450408936,11,11,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Mujer,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.998140335083008,12,12,,Mujer,2,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Hombre,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63885498046875,13,13,,Hombre,3,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2019,Ratio mujeres/hombres,ARG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5491123795509338,16,16,,Ratio mujeres/hombres,6,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Total,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.811642646789551,1,1,,Total,1,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Mujeres,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.608431577682495,2,2,,Género,4,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Hombres,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.801275014877319,3,3,,Género,4,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Brecha mujeres - hombres,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.192843437194824,4,4,.41265085,Brecha mujeres - hombres,5,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Mujeres de baja calificación,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.249536275863647,6,6,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Mujeres de media calificación,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.369662284851074,7,7,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Mujeres de alta calificación,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.083417654037476,8,8,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Hombres de baja calificación,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25482964515686,9,9,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Hombres de media calificación,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.510868549346924,10,10,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Hombres de alta calificación,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.082316398620605,11,11,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Mujer,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.608431577682495,12,12,,Mujer,2,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Hombre,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.801275014877319,13,13,,Hombre,3,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2020,Ratio mujeres/hombres,ARG,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4231294989585876,16,16,,Ratio mujeres/hombres,6,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Total,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.778920412063599,1,1,,Total,1,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Mujeres,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70052969455719,2,2,,Género,4,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Hombres,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62088680267334,3,3,,Género,4,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Brecha mujeres - hombres,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.92035698890686,4,4,.3892518,Brecha mujeres - hombres,5,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Mujeres de baja calificación,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.100543022155762,6,6,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Mujeres de media calificación,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3852858543396,7,7,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Mujeres de alta calificación,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.838029742240906,8,8,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Hombres de baja calificación,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.329012632369995,9,9,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Hombres de media calificación,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.202614068984985,10,10,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Hombres de alta calificación,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.924384117126465,11,11,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Mujer,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70052969455719,12,12,,Mujer,2,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Hombre,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62088680267334,13,13,,Hombre,3,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2021,Ratio mujeres/hombres,ARG,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4696445465087891,16,16,,Ratio mujeres/hombres,6,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Total,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.156042575836182,1,1,,Total,1,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Mujeres,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.210466623306274,2,2,,Género,4,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Hombres,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.927034854888916,3,3,,Género,4,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Brecha mujeres - hombres,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.716568112373352,4,4,.38841206,Brecha mujeres - hombres,5,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Mujeres de baja calificación,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.513898611068726,6,6,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Mujeres de media calificación,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.568418025970459,7,7,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Mujeres de alta calificación,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.180003881454468,8,8,,Calificación (mujeres),7,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Hombres de baja calificación,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.507324934005737,9,9,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
ARG2022,Hombres de media calificación,ARG,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.02393913269043,10,10,,Calificación (hombres),8,Argentina,Argentina,Porcentaje de empleadores en el total de trabajadores de 25 a 54 años.,Empleadores/as,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>documentos metodológicos</a>). Fuente: GenLAC (CEDLAS).
