id_paisano,desagregacion,pais_cod,encuesta,ano,valor,h,i,j,desagregacion_por_orden,variable_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
PER2014,Married women,PER,ENDES 2014,2014,84.2088623046875,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2015,Women,PER,ENDES 2015,2015,12.80056285858154,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2015,Not married women,PER,ENDES 2015,2015,4.109243392944336,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2015,Married women,PER,ENDES 2015,2015,82.00144958496094,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2016,Women,PER,ENDES 2016,2016,12.51297187805176,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2016,Not married women,PER,ENDES 2016,2016,4.493993759155273,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2016,Married women,PER,ENDES 2016,2016,77.86317443847656,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2017,Women,PER,ENDES 2017,2017,14.436354637146,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2017,Not married women,PER,ENDES 2017,2017,5.149448871612549,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2017,Married women,PER,ENDES 2017,2017,82.37036895751953,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2018,Women,PER,ENDES 2018,2018,10.91828632354736,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2018,Not married women,PER,ENDES 2018,2018,4.095371246337891,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2018,Married women,PER,ENDES 2018,2018,76.08186340332031,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2019,Women,PER,ENDES 2019,2019,9.919038772583008,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2019,Not married women,PER,ENDES 2019,2019,3.496577024459839,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2019,Married women,PER,ENDES 2019,2019,74.97245025634766,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2020,Women,PER,ENDES 2020,2020,8.263247489929199,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2020,Not married women,PER,ENDES 2020,2020,3.618753910064697,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2020,Married women,PER,ENDES 2020,2020,73.50907897949219,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2021,Women,PER,ENDES 2021,2021,8.897426605224609,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2021,Not married women,PER,ENDES 2021,2021,3.535824298858643,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2021,Married women,PER,ENDES 2021,2021,69.84109497070313,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2022,Women,PER,ENDES 2022,2022,9.220990180969238,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2022,Not married women,PER,ENDES 2022,2022,3.6339111328125,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2022,Married women,PER,ENDES 2022,2022,68.95845794677734,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2023,Women,PER,ENDES 2023,2023,8.242588043212891,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2023,Not married women,PER,ENDES 2023,2023,2.968625545501709,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2023,Married women,PER,ENDES 2023,2023,70.08164215087891,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2024,Women,PER,ENDES 2024,2024,8.350902557373047,,,,1,1,Women,1,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2024,Not married women,PER,ENDES 2024,2024,3.244476079940796,,,,2,2,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
PER2024,Married women,PER,ENDES 2024,2024,75.04638671875,,,,3,3,Marital status (women),3,Peru,Early pregnancy - DHS,Percentage of youth aged 15-19 who are pregnant or have children.,The series may present jumps due to methodological changes in the surveys (see <a href='https://genlac.econo.unlp.edu.ar/wp-content/uploads/2024/12/Cambios_metodolo%CC%81gicos_base_GenLAC_2024-12.xlsx'>methodological documents</a>). Source: GenLAC (CEDLAS).
