id_paisano,desagregacion,pais_cod,encuesta,ano,v,w,valor,desagregacion_por_orden,variable_orden,valor_errorestandar,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
BRA_PNAD2007,Men without children,BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,,9,9,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Men with children aged 0-5,BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,.1883388608694077,10,10,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Men with children older than 5,BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,1.428979754447937,11,11,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Head household low skilled (women),BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,10.22561931610107,12,12,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Head household medium skilled (women),BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,4.256980419158936,13,13,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Head household high skilled (women),BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,1.264845490455627,14,14,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Head household low skilled (men),BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,1.212943196296692,15,15,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Head household medium skilled (men),BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,.3040196001529694,16,16,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Head household high skilled (men),BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,.106270395219326,17,17,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Women/men ratio,BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,9.747485160827637,20,20,,Women/men ratio,6,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Woman,BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,15.76478958129883,21,21,,Woman,2,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2007,Man,BRA_PNAD,PNAD,2007,.3040196001529694,.106270395219326,1.617318630218506,22,22,,Man,3,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Total,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,17.38578414916992,1,1,,Total,1,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Women,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,15.79248046875,2,2,,Gender,4,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Men,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,1.593303442001343,3,3,,Gender,4,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Women - men gap,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,14.19917678833008,4,4,.32132617,Women - men gap,5,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Women without children,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,,6,6,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Women with children aged 0-5,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,2.59054160118103,7,7,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Women with children older than 5,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,13.20193862915039,8,8,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Men without children,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,,9,9,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Men with children aged 0-5,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,.1305321156978607,10,10,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Men with children older than 5,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,1.46277129650116,11,11,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Head household low skilled (women),BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,10.02141189575195,12,12,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Head household medium skilled (women),BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,4.444994449615479,13,13,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Head household high skilled (women),BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,1.310695052146912,14,14,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Head household low skilled (men),BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,1.0824214220047,15,15,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Head household medium skilled (men),BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,.385097473859787,16,16,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Head household high skilled (men),BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,.1314436495304108,17,17,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Women/men ratio,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,9.911784172058105,20,20,,Women/men ratio,6,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Woman,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,15.79248046875,21,21,,Woman,2,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2008,Man,BRA_PNAD,PNAD,2008,.385097473859787,.1314436495304108,1.593303442001343,22,22,,Man,3,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Total,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,17.43026733398438,1,1,,Total,1,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Women,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,15.89202213287354,2,2,,Gender,4,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Men,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,1.538246154785156,3,3,,Gender,4,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Women - men gap,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,14.35377597808838,4,4,.31837812,Women - men gap,5,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Women without children,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,,6,6,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Women with children aged 0-5,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,2.663136959075928,7,7,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Women with children older than 5,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,13.22888469696045,8,8,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Men without children,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,,9,9,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Men with children aged 0-5,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,.1273396909236908,10,10,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Men with children older than 5,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,1.410906434059143,11,11,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Head household low skilled (women),BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,9.925778388977051,12,12,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Head household medium skilled (women),BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,4.486011028289795,13,13,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Head household high skilled (women),BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,1.43542218208313,14,14,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Head household low skilled (men),BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,1.067588210105896,15,15,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Head household medium skilled (men),BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,.3607579469680786,16,16,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Head household high skilled (men),BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,.1125688552856445,17,17,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Women/men ratio,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,10.33126068115234,20,20,,Women/men ratio,6,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Woman,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,15.89202213287354,21,21,,Woman,2,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2009,Man,BRA_PNAD,PNAD,2009,.3607579469680786,.1125688552856445,1.538246154785156,22,22,,Man,3,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Total,BRA_PNADC,PNAD,2010,,,,1,1,,Total,1,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Women,BRA_PNADC,PNAD,2010,,,,2,2,,Gender,4,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Men,BRA_PNADC,PNAD,2010,,,,3,3,,Gender,4,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Women - men gap,BRA_PNADC,PNAD,2010,,,,4,4,0,Women - men gap,5,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Women without children,BRA_PNADC,PNAD,2010,,,,6,6,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Women with children aged 0-5,BRA_PNADC,PNAD,2010,,,,7,7,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Women with children older than 5,BRA_PNADC,PNAD,2010,,,,8,8,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Men without children,BRA_PNADC,PNAD,2010,,,,9,9,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Men with children aged 0-5,BRA_PNADC,PNAD,2010,,,,10,10,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Men with children older than 5,BRA_PNADC,PNAD,2010,,,,11,11,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Head household low skilled (women),BRA_PNADC,PNAD,2010,,,,12,12,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Head household medium skilled (women),BRA_PNADC,PNAD,2010,,,,13,13,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Head household high skilled (women),BRA_PNADC,PNAD,2010,,,,14,14,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Head household low skilled (men),BRA_PNADC,PNAD,2010,,,,15,15,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Head household medium skilled (men),BRA_PNADC,PNAD,2010,,,,16,16,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Head household high skilled (men),BRA_PNADC,PNAD,2010,,,,17,17,,Qualification (men),10,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Women/men ratio,BRA_PNADC,PNAD,2010,,,,20,20,,Women/men ratio,6,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Woman,BRA_PNADC,PNAD,2010,,,,21,21,,Woman,2,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNADC2010,Man,BRA_PNADC,PNAD,2010,,,,22,22,,Man,3,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Total,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,17.04894256591797,1,1,,Total,1,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Women,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,15.49504470825195,2,2,,Gender,4,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Men,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,1.553898811340332,3,3,,Gender,4,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Women - men gap,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,13.94114589691162,4,4,.33315253,Women - men gap,5,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Women without children,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,,6,6,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Women with children aged 0-5,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,2.71288275718689,7,7,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Women with children older than 5,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,12.78216171264648,8,8,,Children (women),7,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Men without children,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,,9,9,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Men with children aged 0-5,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,.1281027495861053,10,10,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Men with children older than 5,BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,1.425796031951904,11,11,,Children (men),8,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Head household low skilled (women),BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,9.118558883666992,12,12,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
BRA_PNAD2011,Head household medium skilled (women),BRA_PNAD,PNAD,2011,.3923077583312988,.1247071176767349,4.854958534240723,13,13,,Qualification (women),9,Brazil,Brazil (PNAD),"Single-parent households as a percentage of households where the household head is 25-54, excluding single-person households.",Percentage of single-parent households ,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
