id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,variable_orden,valor_errorestandar_matem,valor_errorestandar_lectu,valor_errorestandar_ciencia,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
CHL2006,"Total, mathematic",CHL,PISA,2006,411.350341796875,1,1,,,,"Total, mathematic",1,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women, mathematic",CHL,PISA,2006,396.2843322753906,2,2,,,,"Gender, mathematic",4,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men, mathematic",CHL,PISA,2006,424.1798095703125,3,3,,,,"Gender, mathematic",4,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Gap women - men, mathematic",CHL,PISA,2006,27.8955020904541,4,4,9.3138943,,,"Gap women - men, mathematic",5,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in low-skilled household, mathematic",CHL,PISA,2006,349.8113708496094,6,6,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in medium-skilled household, mathematic",CHL,PISA,2006,400.3459777832031,7,7,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in high-skilled household, mathematic",CHL,PISA,2006,444.5394897460938,8,8,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in low-skilled household, mathematic",CHL,PISA,2006,372.8370361328125,9,9,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in medium-skilled household, mathematic",CHL,PISA,2006,425.0593566894531,10,10,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in high-skilled household, mathematic",CHL,PISA,2006,471.1309204101563,11,11,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Total, language",CHL,PISA,2006,442.0913391113281,12,12,,,,"Total, language",8,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women, language",CHL,PISA,2006,451.2519836425781,13,13,,,,"Gender, language",11,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men, language",CHL,PISA,2006,434.2906188964844,14,14,,,,"Gender, language",11,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Gap women - men, language",CHL,PISA,2006,-16.96136474609375,15,15,,11.077485,,"Gap women - men, language",12,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in low-skilled household, language",CHL,PISA,2006,407.6804809570313,17,17,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in medium-skilled household, language",CHL,PISA,2006,450.6748046875,18,18,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in high-skilled household, language",CHL,PISA,2006,504.6511840820313,19,19,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in low-skilled household, language",CHL,PISA,2006,381.7628784179688,20,20,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in medium-skilled household, language",CHL,PISA,2006,434.10009765625,21,21,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in high-skilled household, language",CHL,PISA,2006,485.7977905273438,22,22,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Total, science",CHL,PISA,2006,438.1774597167969,23,23,,,,"Total, science",15,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women, science",CHL,PISA,2006,426.4883728027344,24,24,,,,"Gender, science",18,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men, science",CHL,PISA,2006,448.1312866210938,25,25,,,,"Gender, science",18,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Gap women - men, science",CHL,PISA,2006,21.64290809631348,26,26,,,9.4407616,"Gap women - men, science",19,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in low-skilled household, science",CHL,PISA,2006,380.3386840820313,28,28,,,,"Qualification (women), science",20,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in medium-skilled household, science",CHL,PISA,2006,428.3621520996094,29,29,,,,"Qualification (women), science",20,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Women in high-skilled household, science",CHL,PISA,2006,478.0335388183594,30,30,,,,"Qualification (women), science",20,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in low-skilled household, science",CHL,PISA,2006,400.0555725097656,31,31,,,,"Qualification (men), science",21,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in medium-skilled household, science",CHL,PISA,2006,446.652587890625,32,32,,,,"Qualification (men), science",21,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Men in high-skilled household, science",CHL,PISA,2006,496.3320617675781,33,33,,,,"Qualification (men), science",21,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Woman, mathematic",CHL,PISA,2006,396.2843322753906,34,34,,,,"Woman, mathematic",2,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Man, mathematic",CHL,PISA,2006,424.1798095703125,35,35,,,,"Man, mathematic",3,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Woman, language",CHL,PISA,2006,451.2519836425781,36,36,,,,"Woman, language",9,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Man, language",CHL,PISA,2006,434.2906188964844,37,37,,,,"Man, language",10,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Woman, science",CHL,PISA,2006,426.4883728027344,38,38,,,,"Woman, science",16,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2006,"Man, science",CHL,PISA,2006,448.1312866210938,39,39,,,,"Man, science",17,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Total, mathematic",CHL,PISA,2009,421.0604858398438,1,1,,,,"Total, mathematic",1,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women, mathematic",CHL,PISA,2009,410.3759155273438,2,2,,,,"Gender, mathematic",4,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men, mathematic",CHL,PISA,2009,431.3327026367188,3,3,,,,"Gender, mathematic",4,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Gap women - men, mathematic",CHL,PISA,2009,20.95680046081543,4,4,8.043107,,,"Gap women - men, mathematic",5,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in low-skilled household, mathematic",CHL,PISA,2009,369.64453125,6,6,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in medium-skilled household, mathematic",CHL,PISA,2009,408.8023986816406,7,7,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in high-skilled household, mathematic",CHL,PISA,2009,446.4685668945313,8,8,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in low-skilled household, mathematic",CHL,PISA,2009,393.0701293945313,9,9,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in medium-skilled household, mathematic",CHL,PISA,2009,428.4858703613281,10,10,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in high-skilled household, mathematic",CHL,PISA,2009,469.1881713867188,11,11,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Total, language",CHL,PISA,2009,449.3695983886719,12,12,,,,"Total, language",8,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women, language",CHL,PISA,2009,460.6209716796875,13,13,,,,"Gender, language",11,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men, language",CHL,PISA,2009,438.5524597167969,14,14,,,,"Gender, language",11,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Gap women - men, language",CHL,PISA,2009,-22.06851768493652,15,15,,8.0426159,,"Gap women - men, language",12,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in low-skilled household, language",CHL,PISA,2009,421.0772399902344,17,17,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in medium-skilled household, language",CHL,PISA,2009,460.696533203125,18,18,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in high-skilled household, language",CHL,PISA,2009,495.19775390625,19,19,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in low-skilled household, language",CHL,PISA,2009,398.3277282714844,20,20,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in medium-skilled household, language",CHL,PISA,2009,437.8256225585938,21,21,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in high-skilled household, language",CHL,PISA,2009,476.7603759765625,22,22,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Total, science",CHL,PISA,2009,447.4673461914063,23,23,,,,"Total, science",15,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women, science",CHL,PISA,2009,442.8793334960938,24,24,,,,"Gender, science",18,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men, science",CHL,PISA,2009,451.8783264160156,25,25,,,,"Gender, science",18,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Gap women - men, science",CHL,PISA,2009,8.998996734619141,26,26,,,7.4245186,"Gap women - men, science",19,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in low-skilled household, science",CHL,PISA,2009,407.9508972167969,28,28,,,,"Qualification (women), science",20,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in medium-skilled household, science",CHL,PISA,2009,439.2253723144531,29,29,,,,"Qualification (women), science",20,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Women in high-skilled household, science",CHL,PISA,2009,477.8214416503906,30,30,,,,"Qualification (women), science",20,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in low-skilled household, science",CHL,PISA,2009,419.5754089355469,31,31,,,,"Qualification (men), science",21,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in medium-skilled household, science",CHL,PISA,2009,448.5843811035156,32,32,,,,"Qualification (men), science",21,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Men in high-skilled household, science",CHL,PISA,2009,486.8991088867188,33,33,,,,"Qualification (men), science",21,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Woman, mathematic",CHL,PISA,2009,410.3759155273438,34,34,,,,"Woman, mathematic",2,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Man, mathematic",CHL,PISA,2009,431.3327026367188,35,35,,,,"Man, mathematic",3,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Woman, language",CHL,PISA,2009,460.6209716796875,36,36,,,,"Woman, language",9,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Man, language",CHL,PISA,2009,438.5524597167969,37,37,,,,"Man, language",10,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Woman, science",CHL,PISA,2009,442.8793334960938,38,38,,,,"Woman, science",16,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2009,"Man, science",CHL,PISA,2009,451.8783264160156,39,39,,,,"Man, science",17,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Total, mathematic",CHL,PISA,2012,422.6323547363281,1,1,,,,"Total, mathematic",1,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women, mathematic",CHL,PISA,2012,410.5432434082031,2,2,,,,"Gender, mathematic",4,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men, mathematic",CHL,PISA,2012,435.5246276855469,3,3,,,,"Gender, mathematic",4,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Gap women - men, mathematic",CHL,PISA,2012,24.98136520385742,4,4,6.9796181,,,"Gap women - men, mathematic",5,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women in low-skilled household, mathematic",CHL,PISA,2012,368.2666015625,6,6,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women in medium-skilled household, mathematic",CHL,PISA,2012,406.7997741699219,7,7,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women in high-skilled household, mathematic",CHL,PISA,2012,449.0963745117188,8,8,,,,"Qualification (women), mathematic",6,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men in low-skilled household, mathematic",CHL,PISA,2012,386.4478454589844,9,9,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men in medium-skilled household, mathematic",CHL,PISA,2012,434.7677307128906,10,10,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men in high-skilled household, mathematic",CHL,PISA,2012,471.2356262207031,11,11,,,,"Qualification (men), mathematic",7,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Total, language",CHL,PISA,2012,441.3981628417969,12,12,,,,"Total, language",8,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women, language",CHL,PISA,2012,452.3711547851563,13,13,,,,"Gender, language",11,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men, language",CHL,PISA,2012,429.6961669921875,14,14,,,,"Gender, language",11,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Gap women - men, language",CHL,PISA,2012,-22.67497253417969,15,15,,6.4961691,,"Gap women - men, language",12,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women in low-skilled household, language",CHL,PISA,2012,412.7105712890625,17,17,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women in medium-skilled household, language",CHL,PISA,2012,451.0337524414063,18,18,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women in high-skilled household, language",CHL,PISA,2012,486.7308044433594,19,19,,,,"Qualification (women), language",13,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men in low-skilled household, language",CHL,PISA,2012,381.6465454101563,20,20,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men in medium-skilled household, language",CHL,PISA,2012,432.0806884765625,21,21,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men in high-skilled household, language",CHL,PISA,2012,461.3301696777344,22,22,,,,"Qualification (men), language",14,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Total, science",CHL,PISA,2012,444.9339294433594,23,23,,,,"Total, science",15,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women, science",CHL,PISA,2012,441.645263671875,24,24,,,,"Gender, science",18,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Men, science",CHL,PISA,2012,448.4410705566406,25,25,,,,"Gender, science",18,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Gap women - men, science",CHL,PISA,2012,6.79579496383667,26,26,,,6.5136609,"Gap women - men, science",19,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women in low-skilled household, science",CHL,PISA,2012,402.5676574707031,28,28,,,,"Qualification (women), science",20,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
CHL2012,"Women in medium-skilled household, science",CHL,PISA,2012,437.2774658203125,29,29,,,,"Qualification (women), science",20,Chile,Average score in standardized tests for 15 year-old students,Average score in standardized tests for students aged 15 years old.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
