id_paisano,desagregacion,pais_cod,encuesta,ano,flag,valor,desagregacion_por_orden,variable_orden,comparacion_por,comparacion_por_orden,pais,indicador,detalle_indicador,disclaimer
PRY2013,"Girls, mathematics",PRY,(T)ERCE,2013,"1,2",4.592194080352783,2,2,"Gender, mathematics",1,Paraguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PRY2013,"Boys, language",PRY,(T)ERCE,2013,"1,2",3.564809322357178,3,3,"Gender, language",2,Paraguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PRY2013,"Girls, language",PRY,(T)ERCE,2013,"1,2",16.07474327087402,4,4,"Gender, language",2,Paraguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PRY2019,"Boys, mathematics",PRY,ERCE,2019,,11.48730087280273,1,1,"Gender, mathematics",1,Paraguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PRY2019,"Girls, mathematics",PRY,ERCE,2019,,10.50960159301758,2,2,"Gender, mathematics",1,Paraguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PRY2019,"Boys, language",PRY,ERCE,2019,,4.763442993164063,3,3,"Gender, language",2,Paraguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PRY2019,"Girls, language",PRY,ERCE,2019,,13.0350980758667,4,4,"Gender, language",2,Paraguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2013,"Boys, mathematics",PER,(T)ERCE,2013,"1,2",13.11110687255859,1,1,"Gender, mathematics",1,Peru,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2013,"Girls, mathematics",PER,(T)ERCE,2013,"1,2",.8016981482505798,2,2,"Gender, mathematics",1,Peru,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2013,"Boys, language",PER,(T)ERCE,2013,"1,2",3.655594348907471,3,3,"Gender, language",2,Peru,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2013,"Girls, language",PER,(T)ERCE,2013,"1,2",7.203959941864014,4,4,"Gender, language",2,Peru,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2019,"Boys, mathematics",PER,ERCE,2019,,12.07983779907227,1,1,"Gender, mathematics",1,Peru,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2019,"Girls, mathematics",PER,ERCE,2019,,9.425093650817871,2,2,"Gender, mathematics",1,Peru,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2019,"Boys, language",PER,ERCE,2019,,6.556439399719238,3,3,"Gender, language",2,Peru,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
PER2019,"Girls, language",PER,ERCE,2019,,12.97229957580566,4,4,"Gender, language",2,Peru,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2013,"Boys, mathematics",URY,(T)ERCE,2013,"1,2",15.56408214569092,1,1,"Gender, mathematics",1,Uruguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2013,"Girls, mathematics",URY,(T)ERCE,2013,"1,2",.01,2,2,"Gender, mathematics",1,Uruguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2013,"Boys, language",URY,(T)ERCE,2013,"1,2",.0885817185044289,3,3,"Gender, language",2,Uruguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2013,"Girls, language",URY,(T)ERCE,2013,"1,2",20.32547950744629,4,4,"Gender, language",2,Uruguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2019,"Boys, mathematics",URY,ERCE,2019,,11.55485153198242,1,1,"Gender, mathematics",1,Uruguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2019,"Girls, mathematics",URY,ERCE,2019,,13.16211318969727,2,2,"Gender, mathematics",1,Uruguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2019,"Boys, language",URY,ERCE,2019,,1.631506204605103,3,3,"Gender, language",2,Uruguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
URY2019,"Girls, language",URY,ERCE,2019,,21.18378639221191,4,4,"Gender, language",2,Uruguay,Third-grade teachers who think that:,“Boys or girls learn faster math or language due to their innate characteristics”.,The series may present jumps due to methodological changes in the surveys (see methodological documents). Source: GenLAC (CEDLAS).
