id_paisano,desagregacion,pais_cod,encuesta,ano,u,v,w,valor,desagregacion_por_orden,variable_orden,valor_errorestandar,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
CHL2015,Hombres sin hijos,CHL,,2015,,,,67.35238647460938,9,9,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Hombres con hijos de 0 a 5 años,CHL,,2015,,,,77.36360931396484,10,10,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Hombres con hijos de 6 años o más,CHL,,2015,,,,75.35948181152344,11,11,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Mujeres de baja calificación,CHL,,2015,,,,19.09358215332031,16,16,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Mujeres de media calificación,CHL,,2015,,,,24.51830291748047,17,17,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Mujeres de alta calificación,CHL,,2015,,,,36.88472747802734,18,18,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Hombres de baja calificación,CHL,,2015,,,,79.22240447998047,19,19,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Hombres de media calificación,CHL,,2015,,,,74.19007110595703,20,20,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Hombres de alta calificación,CHL,,2015,,,,70.57779693603516,21,21,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Mujer,CHL,,2015,,,,25.65921020507813,22,22,,Mujer,2,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Hombre,CHL,,2015,,,,74.91963195800781,23,23,,Hombre,3,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2015,Ratio mujeres/hombres,CHL,,2015,,,,.3424898087978363,26,26,,Ratio mujeres/hombres,6,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Mujeres,CHL,,2016,,,,,2,2,,Género,4,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Hombres,CHL,,2016,,,,,3,3,,Género,4,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Brecha mujeres - hombres,CHL,,2016,,,,,4,4,0,Brecha mujeres - hombres,5,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Mujeres sin hijos,CHL,,2016,,,,,6,6,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Mujeres con hijos de 0 a 5 años,CHL,,2016,,,,,7,7,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Mujeres con hijos de 6 años o más,CHL,,2016,,,,,8,8,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Hombres sin hijos,CHL,,2016,,,,,9,9,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Hombres con hijos de 0 a 5 años,CHL,,2016,,,,,10,10,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Hombres con hijos de 6 años o más,CHL,,2016,,,,,11,11,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Mujeres de baja calificación,CHL,,2016,,,,,16,16,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Mujeres de media calificación,CHL,,2016,,,,,17,17,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Mujeres de alta calificación,CHL,,2016,,,,,18,18,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Hombres de baja calificación,CHL,,2016,,,,,19,19,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Hombres de media calificación,CHL,,2016,,,,,20,20,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Hombres de alta calificación,CHL,,2016,,,,,21,21,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Mujer,CHL,,2016,,,,,22,22,,Mujer,2,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Hombre,CHL,,2016,,,,,23,23,,Hombre,3,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2016,Ratio mujeres/hombres,CHL,,2016,,,,,26,26,,Ratio mujeres/hombres,6,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Mujeres,CHL,,2017,,,,27.30997467041016,2,2,,Género,4,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Hombres,CHL,,2017,,,,73.15290832519531,3,3,,Género,4,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Brecha mujeres - hombres,CHL,,2017,,,,-45.84292984008789,4,4,.53042936,Brecha mujeres - hombres,5,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Mujeres sin hijos,CHL,,2017,,,,35.93778991699219,6,6,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Mujeres con hijos de 0 a 5 años,CHL,,2017,,,,24.99790382385254,7,7,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Mujeres con hijos de 6 años o más,CHL,,2017,,,,26.04045486450195,8,8,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Hombres sin hijos,CHL,,2017,,,,64.3399658203125,9,9,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Hombres con hijos de 0 a 5 años,CHL,,2017,,,,75.68433380126953,10,10,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Hombres con hijos de 6 años o más,CHL,,2017,,,,74.27065277099609,11,11,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Mujeres de baja calificación,CHL,,2017,,,,20.54251289367676,16,16,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Mujeres de media calificación,CHL,,2017,,,,24.61380577087402,17,17,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Mujeres de alta calificación,CHL,,2017,,,,38.44414901733398,18,18,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Hombres de baja calificación,CHL,,2017,,,,78.05889129638672,19,19,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Hombres de media calificación,CHL,,2017,,,,72.8284912109375,20,20,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Hombres de alta calificación,CHL,,2017,,,,68.78663635253906,21,21,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Mujer,CHL,,2017,,,,27.30997467041016,22,22,,Mujer,2,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Hombre,CHL,,2017,,,,73.15290832519531,23,23,,Hombre,3,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2017,Ratio mujeres/hombres,CHL,,2017,,,,.3733272552490234,26,26,,Ratio mujeres/hombres,6,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Mujeres,CHL,,2018,,,,,2,2,,Género,4,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Hombres,CHL,,2018,,,,,3,3,,Género,4,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Brecha mujeres - hombres,CHL,,2018,,,,,4,4,0,Brecha mujeres - hombres,5,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Mujeres sin hijos,CHL,,2018,,,,,6,6,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Mujeres con hijos de 0 a 5 años,CHL,,2018,,,,,7,7,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Mujeres con hijos de 6 años o más,CHL,,2018,,,,,8,8,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Hombres sin hijos,CHL,,2018,,,,,9,9,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Hombres con hijos de 0 a 5 años,CHL,,2018,,,,,10,10,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Hombres con hijos de 6 años o más,CHL,,2018,,,,,11,11,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Mujeres de baja calificación,CHL,,2018,,,,,16,16,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Mujeres de media calificación,CHL,,2018,,,,,17,17,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Mujeres de alta calificación,CHL,,2018,,,,,18,18,,Calificación (mujeres),11,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Hombres de baja calificación,CHL,,2018,,,,,19,19,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Hombres de media calificación,CHL,,2018,,,,,20,20,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Hombres de alta calificación,CHL,,2018,,,,,21,21,,Calificación (hombres),12,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Mujer,CHL,,2018,,,,,22,22,,Mujer,2,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Hombre,CHL,,2018,,,,,23,23,,Hombre,3,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2018,Ratio mujeres/hombres,CHL,,2018,,,,,26,26,,Ratio mujeres/hombres,6,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Mujeres,CHL,,2019,,,,,2,2,,Género,4,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Hombres,CHL,,2019,,,,,3,3,,Género,4,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Brecha mujeres - hombres,CHL,,2019,,,,,4,4,0,Brecha mujeres - hombres,5,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Mujeres sin hijos,CHL,,2019,,,,,6,6,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Mujeres con hijos de 0 a 5 años,CHL,,2019,,,,,7,7,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Mujeres con hijos de 6 años o más,CHL,,2019,,,,,8,8,,Hijos (mujeres),7,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Hombres sin hijos,CHL,,2019,,,,,9,9,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Hombres con hijos de 0 a 5 años,CHL,,2019,,,,,10,10,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL2019,Hombres con hijos de 6 años o más,CHL,,2019,,,,,11,11,,Hijos (hombres),8,Chile,Chile,Porcentaje del ingreso laboral aportado por cada miembro de la pareja de la población de 25 a 54 años.,Porcentaje del ingreso laboral de la pareja aportado por cada miembro,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
