id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,variable_orden,valor_errorestandar_matem,valor_errorestandar_lectu,valor_errorestandar_ciencia,comparacion_por,comparacion_por_orden,pais,pais2,indicador,detalle_indicador,disclaimer
CHL_ERCE06-132013,"Mujeres en hogares media calificación, matemática",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,576.2400512695313,7,7,,,,"Calificación (mujeres), matemática",6,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres en hogares alta calificación, matemática",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,623.752197265625,8,8,,,,"Calificación (mujeres), matemática",6,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares baja calificación, matemática",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,547.122314453125,9,9,,,,"Calificación (hombres), matemática",7,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares media calificación, matemática",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,581.3472900390625,10,10,,,,"Calificación (hombres), matemática",7,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares alta calificación, matemática",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,630.0101928710938,11,11,,,,"Calificación (hombres), matemática",7,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Total, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,557.0138549804688,12,12,,,,"Total, lectura",8,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,563.8401489257813,13,13,,,,"Género, lectura",11,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,550.7777709960938,14,14,,,,"Género, lectura",11,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres en hogares baja calificación, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,536.2611083984375,17,17,,,,"Calificación (mujeres), lectura",13,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres en hogares media calificación, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,565.7249755859375,18,18,,,,"Calificación (mujeres), lectura",13,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres en hogares alta calificación, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,594.6596069335938,19,19,,,,"Calificación (mujeres), lectura",13,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares baja calificación, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,524.7664794921875,20,20,,,,"Calificación (hombres), lectura",14,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares media calificación, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,550.09033203125,21,21,,,,"Calificación (hombres), lectura",14,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares alta calificación, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,579.99267578125,22,22,,,,"Calificación (hombres), lectura",14,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Total, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,551.1785278320313,23,23,,,,"Total, ciencia",15,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,557.7064819335938,24,24,,,,"Género, ciencia",18,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,544.4191284179688,25,25,,,,"Género, ciencia",18,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres en hogares baja calificación, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,525.8228149414063,28,28,,,,"Calificación (mujeres), ciencia",20,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres en hogares media calificación, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,553.6460571289063,29,29,,,,"Calificación (mujeres), ciencia",20,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujeres en hogares alta calificación, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,615.3684692382813,30,30,,,,"Calificación (mujeres), ciencia",20,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares baja calificación, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,512.6555786132813,31,31,,,,"Calificación (hombres), ciencia",21,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares media calificación, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,540.8314819335938,32,32,,,,"Calificación (hombres), ciencia",21,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombres en hogares alta calificación, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,589.4434814453125,33,33,,,,"Calificación (hombres), ciencia",21,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujer, matemática",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,577.6559448242188,34,34,,,,"Mujer, matemática",2,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombre, matemática",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,583.3825073242188,35,35,,,,"Hombre, matemática",3,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujer, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,563.8401489257813,36,36,,,,"Mujer, lectura",9,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombre, lectura",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,550.7777709960938,37,37,,,,"Hombre, lectura",10,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Mujer, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,557.7064819335938,38,38,,,,"Mujer, ciencia",16,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE06-132013,"Hombre, ciencia",CHL_ERCE06-13,(T)ERCE 2013 comparable a (S)ERCE 2006,2013,544.4191284179688,39,39,,,,"Hombre, ciencia",17,Chile,Chile (ERCE06-13),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Total, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,793.3627319335938,1,1,,,,"Total, matemática",1,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,791.1553344726563,2,2,,,,"Género, matemática",4,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,795.544677734375,3,3,,,,"Género, matemática",4,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares baja calificación, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,754.0004272460938,6,6,,,,"Calificación (mujeres), matemática",6,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares media calificación, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,787.5479736328125,7,7,,,,"Calificación (mujeres), matemática",6,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares alta calificación, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,849.8855590820313,8,8,,,,"Calificación (mujeres), matemática",6,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares baja calificación, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,747.6928100585938,9,9,,,,"Calificación (hombres), matemática",7,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares media calificación, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,795.4637451171875,10,10,,,,"Calificación (hombres), matemática",7,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares alta calificación, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,857.078125,11,11,,,,"Calificación (hombres), matemática",7,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Total, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,776.2532958984375,12,12,,,,"Total, lectura",8,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,790.1934204101563,13,13,,,,"Género, lectura",11,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,762.544677734375,14,14,,,,"Género, lectura",11,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares baja calificación, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,750.8811645507813,17,17,,,,"Calificación (mujeres), lectura",13,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares media calificación, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,787.918212890625,18,18,,,,"Calificación (mujeres), lectura",13,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares alta calificación, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,837.0282592773438,19,19,,,,"Calificación (mujeres), lectura",13,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares baja calificación, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,724.869384765625,20,20,,,,"Calificación (hombres), lectura",14,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares media calificación, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,759.5582885742188,21,21,,,,"Calificación (hombres), lectura",14,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares alta calificación, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,813.8889770507813,22,22,,,,"Calificación (hombres), lectura",14,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Total, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,768.1838989257813,23,23,,,,"Total, ciencia",15,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,774.173095703125,24,24,,,,"Género, ciencia",18,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,762.2490844726563,25,25,,,,"Género, ciencia",18,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares baja calificación, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,730.2413940429688,28,28,,,,"Calificación (mujeres), ciencia",20,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares media calificación, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,767.3251342773438,29,29,,,,"Calificación (mujeres), ciencia",20,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujeres en hogares alta calificación, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,845.5064697265625,30,30,,,,"Calificación (mujeres), ciencia",20,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares baja calificación, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,723.7362670898438,31,31,,,,"Calificación (hombres), ciencia",21,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares media calificación, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,758.0953369140625,32,32,,,,"Calificación (hombres), ciencia",21,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombres en hogares alta calificación, ciencia",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,824.755126953125,33,33,,,,"Calificación (hombres), ciencia",21,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujer, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,791.1553344726563,34,34,,,,"Mujer, matemática",2,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Hombre, matemática",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,795.544677734375,35,35,,,,"Hombre, matemática",3,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
CHL_ERCE13-192013,"Mujer, lectura",CHL_ERCE13-19,(T)ERCE 2013 comparable a ERCE 2019,2013,790.1934204101563,36,36,,,,"Mujer, lectura",9,Chile,Chile (ERCE13-19),Puntaje promedio en pruebas estandarizadas para alumnos de sexto grado,Puntajes promedio en pruebas estandarizadas para alumnos de sexto grado.,Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
